stationID,solarSystem,stationName
60003025,Kusomonmon,Kusomonmon IV - Moon 13 - Caldari Constructions Foundry
60003028,Isikesu,Isikesu IV - Moon 5 - Caldari Constructions Production Plant
60003031,Haatomo,Haatomo VII - Moon 3 - Caldari Constructions Warehouse
60003034,Otela,Otela V - Moon 1 - Expert Housing Foundry
60003037,Otela,Otela II - Expert Housing Foundry
60003040,Olo,Olo I - Moon 1 - Expert Housing Warehouse
60003043,Akora,Akora VI - Moon 7 - Expert Housing Production Plant
60003046,Maila,Maila VII - Expert Housing Warehouse
60003049,Purjola,Purjola VII - Expert Housing Production Plant
60003052,Niyabainen,Niyabainen IX - Moon 4 - Expert Housing Production Plant
60003055,Jita,Jita IV - Moon 11 - Expert Housing Production Plant
60003058,Niyabainen,Niyabainen VIII - Moon 6 - Expert Housing Production Plant
60003061,Mitsolen,Mitsolen I - Moon 1 - Expert Housing Warehouse
60003064,Vaankalen,Vaankalen I - Moon 3 - Expert Housing Production Plant
60003067,Itamo,Itamo VII - Moon 5 - Expert Housing Warehouse
60003070,Korsiki,Korsiki III - Moon 18 - Expert Housing Production Plant
60003073,Osmon,Osmon VI - Moon 1 - Expert Housing Production Plant
60003076,Airaken,Airaken VIII - Expert Housing Production Plant
60003079,Nomaa,Nomaa I - Expert Housing Production Plant
60003082,Tuuriainas,Tuuriainas III - Expert Housing Production Plant
60003085,Nomaa,Nomaa VI - Moon 4 - Expert Housing Production Plant
60003088,Isikemi,Isikemi II - Moon 1 - Expert Housing Warehouse
60003091,Hageken,Hageken VIII - Moon 5 - Expert Housing Warehouse
60003094,Sobaseki,Sobaseki XIII - Moon 4 - Expert Housing Warehouse
60003097,Onatoh,Onatoh VII - Moon 23 - Expert Housing Production Plant
60003100,Hasmijaala,Hasmijaala X - Moon 3 - Expert Housing Production Plant
60003103,Eranakko,Eranakko IV - Moon 1 - Expert Housing Foundry
60003106,Hirtamon,Hirtamon VIII - Moon 5 - Expert Housing Warehouse
60003109,Hykkota,Hykkota IV - Moon 7 - Expert Housing Production Plant
60003112,Ohmahailen,Ohmahailen V - Moon 12 - Expert Housing Production Plant
60003115,Sankkasen,Sankkasen VII - Moon 6 - Expert Housing Production Plant
60003118,Santola,Santola IV - Moon 1 - Expert Housing Production Plant
60003121,Sankkasen,Sankkasen IX - Moon 10 - Expert Housing Production Plant
60003124,Litiura,Litiura VIII - Moon 7 - Caldari Funds Unlimited Vault
60003127,Nonni,Nonni III - Caldari Funds Unlimited Investment Bank
60003130,Sankkasen,Sankkasen IX - Moon 20 - Caldari Funds Unlimited Investment Bank
60003133,Santola,Santola VIII - Moon 11 - Caldari Funds Unlimited Investment Bank
60003136,Josameto,Josameto IX - Moon 3 - Caldari Funds Unlimited Investment Bank
60003139,Liekuri,Liekuri VII - Moon 1 - Caldari Funds Unlimited Investment Bank
60003142,Maila,Maila III - Moon 1 - Caldari Funds Unlimited Investment Bank
60003145,Purjola,Purjola VI - Moon 5 - Caldari Funds Unlimited Investment Bank
60003148,Hykkota,Hykkota V - Moon 17 - Caldari Funds Unlimited Investment Bank
60003151,Ansila,Ansila V - Caldari Funds Unlimited Investment Bank
60003154,Malkalen,Malkalen IV - Moon 1 - Caldari Funds Unlimited Investment Bank
60003157,Ylandoki,Ylandoki VI - Moon 8 - Caldari Funds Unlimited Investment Bank
60003160,Kaimon,Kaimon III - Moon 14 - Caldari Funds Unlimited Investment Bank
60003163,Kaimon,Kaimon III - Moon 15 - Caldari Funds Unlimited Investment Bank
60003166,Hatakani,Hatakani VII - Moon 1 - Caldari Funds Unlimited Investment Bank
60003169,Sivala,Sivala VI - Moon 1 - Caldari Funds Unlimited Investment Bank
60003172,Akkio,Akkio V - Moon 6 - Caldari Funds Unlimited Vault
60003175,Tasti,Tasti IX - Moon 12 - Caldari Funds Unlimited Investment Bank
60003178,Mastakomon,Mastakomon XII - Caldari Funds Unlimited Investment Bank
60003181,Mastakomon,Mastakomon VIII - Moon 2 - Caldari Funds Unlimited Investment Bank
60003184,Antiainen,Antiainen III - State and Region Bank Investment Bank
60003187,Kiskoken,Kiskoken VII - Moon 14 - State and Region Bank Vault
60003190,Korsiki,Korsiki III - Moon 11 - State and Region Bank Investment Bank
60003193,Inaya,Inaya VIII - Moon 8 - State and Region Bank Investment Bank
60003196,Umokka,Umokka VII - State and Region Bank Vault
60003199,Ruvas,Ruvas VII - State and Region Bank Investment Bank
60003202,Hatakani,Hatakani VII - Moon 20 - State and Region Bank Investment Bank
60003205,Hatakani,Hatakani I - Moon 1 - State and Region Bank Investment Bank
60003208,Ihakana,Ihakana VI - State and Region Bank Investment Bank
60003211,Vahunomi,Vahunomi X - Moon 4 - State and Region Bank Vault
60003214,Horkkisen,Horkkisen XVIII - State and Region Bank Vault
60003217,Eitu,Eitu VI - Moon 7 - State and Region Bank Investment Bank
60003220,Nourvukaiken,Nourvukaiken VII - Moon 8 - State and Region Bank Investment Bank
60003223,Nourvukaiken,Nourvukaiken VI - Moon 2 - State and Region Bank Investment Bank
60003226,Tuuriainas,Tuuriainas IV - State and Region Bank Investment Bank
60003229,Tuuriainas,Tuuriainas II - State and Region Bank Investment Bank
60003232,Karjataimon,Karjataimon V - Moon 19 - State and Region Bank Investment Bank
60003235,Tartoken,Tartoken VII - Moon 7 - State and Region Bank Investment Bank
60003238,Purjola,Purjola VII - Moon 10 - State and Region Bank Investment Bank
60003241,Akora,Akora IV - Moon 1 - State and Region Bank Investment Bank
60003244,Geras,Geras IV - Moon 1 - Modern Finances Investment Bank
60003247,Tuuriainas,Tuuriainas IV - Modern Finances Investment Bank
60003250,Vaere,Vaere VIII - Moon 3 - Modern Finances Investment Bank
60003253,Alenia,Alenia IV - Moon 4 - Modern Finances Investment Bank
60003256,Audaerne,Audaerne VI - Moon 5 - Modern Finances Investment Bank
60003259,Barmalie,Barmalie VI - Moon 4 - Modern Finances Vault
60003262,Oursulaert,Oursulaert VIII - Modern Finances Vault
60003265,Oursulaert,Oursulaert I - Modern Finances Vault
60003268,Penirgman,Penirgman V - Moon 2 - Modern Finances Investment Bank
60003271,Penirgman,Penirgman IX - Moon 7 - Modern Finances Investment Bank
60003274,Mannar,Mannar VII - Moon 12 - Modern Finances Investment Bank
60003277,Mannar,Mannar IV - Moon 7 - Modern Finances Investment Bank
60003280,Laurvier,Laurvier IX - Moon 2 - Modern Finances Investment Bank
60003283,Adirain,Adirain IV - Moon 2 - Modern Finances Investment Bank
60003286,Eitu,Eitu III - Moon 5 - Modern Finances Investment Bank
60003289,Eitu,Eitu III - Moon 9 - Modern Finances Investment Bank
60003292,Brapelille,Brapelille IX - Moon 18 - Modern Finances Investment Bank
60003295,Bawilan,Bawilan VIII - Moon 17 - Modern Finances Investment Bank
60003298,Nourvukaiken,Nourvukaiken II - Moon 1 - Modern Finances Investment Bank
60003301,Nourvukaiken,Nourvukaiken VII - Moon 13 - Modern Finances Investment Bank
60003304,Adahum,Adahum IX - Moon 2 - Modern Finances Vault
60003307,Tividu,Tividu IV - Moon 9 - Modern Finances Investment Bank
60003310,Erindur,Erindur VIII - Moon 18 - Modern Finances Vault
60003313,Hroduko,Hroduko VII - Moon 14 - Modern Finances Investment Bank
60003316,T-LIWS,T-LIWS IV - Moon 6 - Modern Finances Investment Bank
60003319,UM-Q7F,UM-Q7F X - Modern Finances Investment Bank
60003322,Ylandoki,Ylandoki V - Moon 7 - Modern Finances Investment Bank
60003325,Ylandoki,Ylandoki VII - Moon 1 - Modern Finances Investment Bank
60003328,Stegette,Stegette IV - Moon 10 - Modern Finances Investment Bank
60003331,Stegette,Stegette IV - Moon 15 - Modern Finances Investment Bank
60003334,New Caldari,New Caldari Prime - Moon 1 - Chief Executive Panel Bureau
60003337,Urlen,Urlen VI - Chief Executive Panel Bureau
60003340,Ono,Ono VII - Moon 3 - Chief Executive Panel Treasury
60003343,Tasabeshi,Tasabeshi IV - Moon 2 - Chief Executive Panel Academy
60003346,Otitoh,Otitoh VII - Moon 3 - Chief Executive Panel Academy
60003349,Ishisomo,Ishisomo IX - Moon 9 - Chief Executive Panel Bureau
60003352,Isaziwa,Isaziwa X - Moon 1 - Chief Executive Panel Bureau
60003355,Isaziwa,Isaziwa IX - Chief Executive Panel Bureau
60003358,Tsuguwa,Tsuguwa IV - Moon 4 - Chief Executive Panel Bureau
60003361,Iidoken,Iidoken VII - Moon 7 - Chief Executive Panel Bureau
60003364,Vattuolen,Vattuolen IX - Chief Executive Panel Bureau
60003367,Silen,Silen IV - Moon 18 - Chief Executive Panel Treasury
60003370,Aikoro,Aikoro VI - Moon 9 - Chief Executive Panel Bureau
60003373,Alikara,Alikara VII - Moon 1 - Chief Executive Panel Bureau
60003376,Motsu,Motsu VI - Moon 10 - Chief Executive Panel Academy
60003379,Uotila,Uotila V - Moon 14 - Chief Executive Panel Bureau
60003382,Uuna,Uuna VI - Moon 22 - Chief Executive Panel Bureau
60003385,Ishomilken,Ishomilken IX - Moon 4 - Chief Executive Panel Bureau
60003388,Tsukuras,Tsukuras IX - Moon 3 - Chief Executive Panel Bureau
60003391,Ajanen,Ajanen X - Moon 3 - Chief Executive Panel Bureau
60003394,Sirseshin,Sirseshin VI - Moon 1 - Mercantile Club Bureau
60003397,Unpas,Unpas VI - Moon 4 - Mercantile Club Bureau
60003400,Ahynada,Ahynada VII - Mercantile Club Bureau
60003403,Kaimon,Kaimon III - Moon 25 - Mercantile Club Bureau
60003406,Jotenen,Jotenen V - Mercantile Club Bureau
60003409,Aikantoh,Aikantoh I - Moon 1 - Mercantile Club Academy
60003412,Jan,Jan V - Moon 10 - Mercantile Club Bureau
60003415,Vaajaita,Vaajaita VI - Mercantile Club Bureau
60003418,Halaima,Halaima VIII - Moon 17 - Mercantile Club Bureau
60003421,Sankkasen,Sankkasen IX - Moon 12 - Mercantile Club Bureau
60003424,Malkalen,Malkalen II - Mercantile Club Bureau
60003427,Ylandoki,Ylandoki VI - Moon 15 - Mercantile Club Bureau
60003430,Airkio,Airkio IX - Moon 15 - Mercantile Club Bureau
60003433,Kamokor,Kamokor VII - Moon 1 - Mercantile Club Bureau
60003436,Uuna,Uuna V - Moon 5 - Mercantile Club Academy
60003439,Ishomilken,Ishomilken IX - Moon 12 - Mercantile Club Bureau
60003442,Dantumi,Dantumi IV - Moon 8 - Mercantile Club Bureau
60003445,Aurohunen,Aurohunen V - Moon 17 - Mercantile Club Bureau
60003448,Isenairos,Isenairos VI - Moon 6 - Mercantile Club Bureau
60003451,Uotila,Uotila V - Moon 5 - Mercantile Club Bureau
60003454,Maurasi,Maurasi VIII - Moon 14 - Caldari Business Tribunal
60003457,Niyabainen,Niyabainen IX - Moon 10 - Caldari Business Tribunal Accounting
60003460,Jita,Jita IV - Moon 10 - Caldari Business Tribunal Law School
60003463,Jita,Jita VII - Moon 2 - Caldari Business Tribunal Law School
60003466,Jita,Jita IV - Moon 4 - Caldari Business Tribunal Bureau Offices
60003469,Jita,Jita IV - Caldari Business Tribunal Information Center
60003472,Imih,Imih III - Moon 2 - Caldari Business Tribunal Law School
60003475,Choga,Choga II - Caldari Business Tribunal
60003478,Zinkon,Zinkon VII - Moon 1 - Caldari Business Tribunal Accounting
60003481,Nare,Nare VI - Moon 1 - Caldari Business Tribunal
60003484,Kulu,Kulu X - Moon 3 - Caldari Business Tribunal Bureau Offices
60003487,Soumi,Soumi VII - Caldari Business Tribunal Bureau Offices
60003490,Libold,Libold IX - Moon 19 - Caldari Business Tribunal Law School
60003493,Aldrat,Aldrat VIII - Moon 1 - Caldari Business Tribunal Accounting
60003496,Fredagod,Fredagod IV - Moon 1 - Caldari Business Tribunal Accounting
60003499,Erstur,Erstur III - Moon 1 - Caldari Business Tribunal
60003502,Urnhard,Urnhard I - Caldari Business Tribunal Bureau Offices
60003505,Fredagod,Fredagod V - Moon 10 - Caldari Business Tribunal Bureau Offices
60003508,Oijamon,Oijamon V - Moon 2 - Caldari Business Tribunal Accounting
60003511,Oijamon,Oijamon V - Moon 4 - Caldari Business Tribunal
60003514,Saikanen,Saikanen III - Moon 3 - Caldari Business Tribunal Accounting
60003517,Jeras,Jeras VII - Moon 13 - Caldari Business Tribunal
60003520,Kakki,Kakki V - Moon 9 - Caldari Business Tribunal Bureau Offices
60003523,Auviken,Auviken V - Moon 5 - Caldari Business Tribunal Bureau Offices
60003526,Avele,Avele VI - Moon 15 - Caldari Business Tribunal
60003529,Tolle,Tolle IV - Caldari Business Tribunal
60003532,Antollare,Antollare VI - Moon 13 - Caldari Business Tribunal
60003535,Angymonne,Angymonne V - Moon 6 - Caldari Business Tribunal
60003538,Averon,Averon VII - Moon 3 - Caldari Business Tribunal Information Center
60003541,Carirgnottin,Carirgnottin IX - Moon 17 - Caldari Business Tribunal Bureau Offices
60003544,Pozirblant,Pozirblant V - Caldari Business Tribunal
60003547,Pozirblant,Pozirblant IX - Moon 4 - Caldari Business Tribunal
60003550,Pozirblant,Pozirblant IV - Caldari Business Tribunal
60003553,Pozirblant,Pozirblant VI - Caldari Business Tribunal
60003556,Pozirblant,Pozirblant VIII - Moon 2 - Caldari Business Tribunal Information Center
60003559,Alillere,Alillere VI - Moon 3 - Caldari Business Tribunal Bureau Offices
60003562,Stetille,Stetille V - Moon 5 - Caldari Business Tribunal
60003565,Claysson,Claysson X - Caldari Business Tribunal Accounting
60003568,Stetille,Stetille IX - Moon 7 - Caldari Business Tribunal
60003571,Stetille,Stetille IX - Moon 4 - Caldari Business Tribunal
60003574,Stetille,Stetille VI - Moon 1 - Caldari Business Tribunal Bureau Offices
60003577,Claysson,Claysson IV - Moon 1 - Caldari Business Tribunal Information Center
60003580,Gare,Gare VIII - Moon 20 - Caldari Business Tribunal
60003583,Cumemare,Cumemare III - Moon 13 - Caldari Business Tribunal
60003586,Gare,Gare VIII - Moon 11 - Caldari Business Tribunal
60003589,Gare,Gare VIII - Moon 8 - Caldari Business Tribunal
60003592,Reynire,Reynire IX - Moon 2 - Caldari Business Tribunal Archives
60003595,Aunsou,Aunsou II - Moon 2 - Caldari Business Tribunal Information Center
60003598,Oimmo,Oimmo VII - Moon 2 - Caldari Business Tribunal
60003601,Vuorrassi,Vuorrassi I - Moon 1 - Caldari Business Tribunal
60003604,Otsasai,Otsasai VII - Moon 6 - Caldari Business Tribunal Accounting
60003607,Otsasai,Otsasai VII - Moon 10 - Caldari Business Tribunal
60003610,Hakonen,Hakonen IX - Moon 10 - Caldari Business Tribunal Information Center
60003613,Vuorrassi,Vuorrassi VI - Moon 4 - Caldari Business Tribunal Information Center
60003616,Dabrid,Dabrid V - Moon 1 - Caldari Business Tribunal Accounting
60003619,Dabrid,Dabrid III - Moon 3 - Caldari Business Tribunal Law School
60003622,Dabrid,Dabrid II - Moon 13 - Caldari Business Tribunal Accounting
60003625,Gyerzen,Gyerzen IV - Moon 1 - Caldari Business Tribunal Law School
60003628,Seil,Seil IV - Moon 9 - Caldari Business Tribunal Bureau Offices
60003631,Sehmosh,Sehmosh VIII - Moon 22 - Caldari Business Tribunal Information Center
60003634,Nakatre,Nakatre VIII - Moon 16 - Caldari Business Tribunal
60003637,Akes,Akes VII - Caldari Business Tribunal Law School
60003640,Nakatre,Nakatre III - Moon 1 - Caldari Business Tribunal
60003643,Hakshma,Hakshma VIII - Moon 13 - Caldari Business Tribunal
60003646,Nakatre,Nakatre VI - Moon 2 - Caldari Business Tribunal Information Center
60003649,Riavayed,Riavayed X - Moon 1 - Caldari Business Tribunal Information Center
60003652,Halle,Halle II - Caldari Business Tribunal
60003655,Mormoen,Mormoen II - Caldari Business Tribunal Accounting
60003658,Amattens,Amattens VII - Moon 1 - Caldari Business Tribunal Law School
60003661,Mormoen,Mormoen IV - Moon 1 - Caldari Business Tribunal Accounting
60003664,Mormoen,Mormoen V - Moon 2 - Caldari Business Tribunal Archives
60003667,Aice,Aice IV - Moon 1 - Caldari Business Tribunal Bureau Offices
60003670,Hampinen,Hampinen VII - Moon 13 - Caldari Business Tribunal Accounting
60003673,Hampinen,Hampinen VII - Moon 16 - Caldari Business Tribunal
60003676,Gekutami,Gekutami VI - Moon 2 - Caldari Business Tribunal Law School
60003679,Gekutami,Gekutami VIII - Caldari Business Tribunal Accounting
60003682,Jakanerva,Jakanerva IV - Moon 11 - Caldari Business Tribunal Information Center
60003685,Jakanerva,Jakanerva V - Moon 21 - Caldari Business Tribunal Bureau Offices
60003688,Raravath,Raravath XII - Moon 3 - Caldari Business Tribunal
60003691,Herila,Herila I - Caldari Business Tribunal
60003694,Namaili,Namaili V - Moon 7 - Caldari Business Tribunal Law School
60003697,Chemilip,Chemilip IV - Moon 16 - Caldari Business Tribunal
60003700,Jesoyeh,Jesoyeh VIII - Moon 8 - Caldari Business Tribunal Archives
60003703,Namaili,Namaili VI - Moon 25 - Caldari Business Tribunal Archives
60003706,Aedald,Aedald VIII - Moon 6 - Caldari Business Tribunal Accounting
60003709,Hrober,Hrober VII - Moon 8 - Caldari Business Tribunal Law School
60003712,Aedald,Aedald VI - Moon 3 - Caldari Business Tribunal
60003715,Heild,Heild V - Moon 7 - Caldari Business Tribunal Accounting
60003718,Heild,Heild V - Moon 5 - Caldari Business Tribunal Bureau Offices
60003721,Aedald,Aedald VII - Moon 15 - Caldari Business Tribunal Information Center
60003724,New Caldari,New Caldari V (Oniteseru) - Moon 2 - House of Records Archives
60003727,Oiniken,Oiniken III - Moon 1 - House of Records Information Center
60003730,Ansila,Ansila VIII - Moon 14 - House of Records Bureau Offices
60003733,Korama,Korama V - Moon 13 - House of Records Information Center
60003736,Autaris,Autaris VI - Moon 2 - House of Records Information Center
60003739,Isikano,Isikano IX - Moon 17 - House of Records Bureau Offices
60003742,Piak,Piak II - Moon 4 - House of Records Information Center
60003745,Kirras,Kirras IX - House of Records Information Center
60003748,Venilen,Venilen XII - Moon 1 - House of Records Archives
60003751,Jatate,Jatate IV - Moon 11 - House of Records Archives
60003754,Perimeter,Perimeter II - Moon 1 - Caldari Navy Assembly Plant
60003757,Jita,Jita IV - Moon 5 - Caldari Navy Assembly Plant
60003760,Jita,Jita IV - Moon 4 - Caldari Navy Assembly Plant
60003763,Maurasi,Maurasi IX - Moon 12 - Caldari Navy Assembly Plant
60003766,Niyabainen,Niyabainen IX - Moon 19 - Caldari Navy Logistic Support
60003769,Niyabainen,Niyabainen IV - Moon 1 - Caldari Navy Assembly Plant
60003772,Isenairos,Isenairos VI - Moon 9 - Caldari Navy Logistic Support
60003775,Isenairos,Isenairos VI - Caldari Navy Logistic Support
60003778,Oichiya,Oichiya VI - Moon 19 - Caldari Navy Assembly Plant
60003781,Aramachi,Aramachi II - Moon 4 - Caldari Navy Testing Facilities
60003784,Saila,Saila VII - Moon 14 - Caldari Navy Assembly Plant
60003787,Motsu,Motsu VII - Moon 6 - Caldari Navy Logistic Support
60003790,Suroken,Suroken IX - Moon 18 - Caldari Navy Assembly Plant
60003793,Suroken,Suroken VIII - Moon 13 - Caldari Navy Assembly Plant
60003796,Juunigaishi,Juunigaishi XII - Moon 16 - Caldari Navy Assembly Plant
60003799,Isikesu,Isikesu IV - Moon 5 - Caldari Navy Logistic Support
60003802,Kusomonmon,Kusomonmon V - Moon 9 - Caldari Navy Testing Facilities
60003805,Haatomo,Haatomo VI - Moon 3 - Caldari Navy Assembly Plant
60003808,Hakonen,Hakonen IX - Moon 9 - Caldari Navy Assembly Plant
60003811,Otsasai,Otsasai VIII - Moon 8 - Caldari Navy Assembly Plant
60003814,Vuorrassi,Vuorrassi VI - Moon 2 - Caldari Navy Logistic Support
60003817,Oimmo,Oimmo VII - Caldari Navy Assembly Plant
60003820,Oimmo,Oimmo V - Moon 1 - Caldari Navy Assembly Plant
60003823,Otsasai,Otsasai VIII - Moon 3 - Caldari Navy Assembly Plant
60003826,Tunttaras,Tunttaras X - Moon 3 - Caldari Navy Logistic Support
60003829,Tsuguwa,Tsuguwa VI - Caldari Navy Assembly Plant
60003832,Nourvukaiken,Nourvukaiken III - Caldari Navy Assembly Plant
60003835,Nourvukaiken,Nourvukaiken VII - Moon 10 - Caldari Navy Assembly Plant
60003838,Sarekuwa,Sarekuwa III - Moon 8 - Caldari Navy Assembly Plant
60003841,Nourvukaiken,Nourvukaiken VII - Moon 14 - Caldari Navy Assembly Plant
60003844,Oisio,Oisio V - Moon 6 - Caldari Navy Assembly Plant
60003847,Kaunokka,Kaunokka VI - Moon 2 - Caldari Navy Assembly Plant
60003850,Kaunokka,Kaunokka II - Moon 1 - Caldari Navy Testing Facilities
60003853,Venilen,Venilen IX - Moon 7 - Caldari Navy Testing Facilities
60003856,Oisio,Oisio V - Moon 1 - Caldari Navy Assembly Plant
60003859,Oisio,Oisio V - Moon 10 - Caldari Navy Assembly Plant
60003862,Nonni,Nonni I - Caldari Navy Assembly Plant
60003865,Piak,Piak III - Moon 19 - Caldari Navy Assembly Plant
60003868,Aunenen,Aunenen III - Moon 1 - Caldari Navy Assembly Plant
60003871,Nonni,Nonni IV - Caldari Navy Assembly Plant
60003874,Nonni,Nonni V - Caldari Navy Assembly Plant
60003877,Litiura,Litiura VIII - Moon 12 - Caldari Navy Logistic Support
60003880,Kakakela,Kakakela VII - Moon 16 - Caldari Navy Assembly Plant
60003883,Umokka,Umokka VII - Moon 5 - Caldari Navy Testing Facilities
60003886,Umokka,Umokka X - Moon 4 - Caldari Navy Testing Facilities
60003889,Kakakela,Kakakela VII - Caldari Navy Assembly Plant
60003892,Kakakela,Kakakela VI - Moon 18 - Caldari Navy Assembly Plant
60003895,Kakakela,Kakakela VI - Moon 15 - Caldari Navy Assembly Plant
60003898,Inoue,Inoue VI - Moon 9 - Caldari Navy Logistic Support
60003901,Horkkisen,Horkkisen XII - Caldari Navy Testing Facilities
60003904,Isaziwa,Isaziwa X - Moon 3 - Caldari Navy Assembly Plant
60003907,Isaziwa,Isaziwa XIII - Moon 15 - Caldari Navy Logistic Support
60003910,Inoue,Inoue VIII - Moon 5 - Caldari Navy Logistic Support
60003913,Eitu,Eitu III - Moon 12 - Caldari Navy Assembly Plant
60003916,Sobaseki,Sobaseki VII - Caldari Navy Logistic Support
60003919,Funtanainen,Funtanainen VIII - Caldari Navy Assembly Plant
60003922,Hageken,Hageken V - Moon 2 - Caldari Navy Assembly Plant
60003925,Sobaseki,Sobaseki X - Moon 1 - Caldari Navy Assembly Plant
60003928,Isikemi,Isikemi VI - Moon 5 - Caldari Navy Logistic Support
60003931,Funtanainen,Funtanainen IV - Moon 1 - Caldari Navy Logistic Support
60003934,Poinen,Poinen V - Moon 12 - Internal Security Assembly Plant
60003937,Poinen,Poinen V - Moon 26 - Internal Security Assembly Plant
60003940,Airkio,Airkio IX - Moon 7 - Lai Dai Protection Service Assembly Plant
60003943,Airkio,Airkio VII - Moon 2 - Lai Dai Protection Service Assembly Plant
60003946,Nourvukaiken,Nourvukaiken III - Moon 1 - Lai Dai Protection Service Assembly Plant
60003949,Nourvukaiken,Nourvukaiken VI - Lai Dai Protection Service Assembly Plant
60003952,Uesuro,Uesuro V - Moon 15 - Lai Dai Protection Service Assembly Plant
60003955,Endatoh,Endatoh VII - Moon 2 - Lai Dai Protection Service Assembly Plant
60003958,Tamo,Tamo V - Moon 11 - Lai Dai Protection Service Assembly Plant
60003961,Anin,Anin IX - Moon 11 - Lai Dai Protection Service Assembly Plant
60003964,Malkalen,Malkalen III - Ishukone Watch Assembly Plant
60003967,Korama,Korama VI - Moon 20 - Ishukone Watch Assembly Plant
60003970,Korama,Korama III - Moon 6 - Ishukone Watch Logistic Support
60003973,Tamo,Tamo V - Moon 2 - Ishukone Watch Logistic Support
60003976,Nannaras,Nannaras VII - Ishukone Watch Assembly Plant
60003979,Saranen,Saranen V - Moon 16 - Ishukone Watch Testing Facilities
60003982,Haajinen,Haajinen XII - Moon 8 - Ishukone Watch Logistic Support
60003985,Oipo,Oipo II - Moon 19 - Ishukone Watch Logistic Support
60003988,Isinokka,Isinokka VI - Moon 1 - Ishukone Watch Logistic Support
60003991,Daras,Daras III - Ishukone Watch Assembly Plant
60003994,Otalieto,Otalieto VIII - Moon 10 - Ishukone Watch Logistic Support
60003997,Jotenen,Jotenen II - Ishukone Watch Testing Facilities
60004000,Nonni,Nonni III - Home Guard Testing Facilities
60004003,Elonaya,Elonaya X - Moon 15 - Home Guard Logistic Support
60004006,Nonni,Nonni III - Moon 1 - Home Guard Assembly Plant
60004009,Aunenen,Aunenen V - Moon 16 - Home Guard Logistic Support
60004012,Sobaseki,Sobaseki XI - Moon 1 - Home Guard Assembly Plant
60004015,Isikemi,Isikemi V - Home Guard Assembly Plant
60004018,Sobaseki,Sobaseki VIII - Moon 1 - Home Guard Assembly Plant
60004021,Isikemi,Isikemi I - Home Guard Assembly Plant
60004024,Kino,Kino VII - Moon 7 - Home Guard Testing Facilities
60004027,Uemisaisen,Uemisaisen VII - Moon 16 - Home Guard Assembly Plant
60004030,Sotrentaira,Sotrentaira VII - Moon 15 - Home Guard Logistic Support
60004033,Erenta,Erenta II - Moon 2 - Home Guard Assembly Plant
60004036,Torrinos,Torrinos V - Moon 6 - Home Guard Assembly Plant
60004039,Haajinen,Haajinen XII - Moon 20 - Home Guard Logistic Support
60004042,Torrinos,Torrinos VI - Moon 16 - Home Guard Logistic Support
60004045,Torrinos,Torrinos V - Moon 16 - Home Guard Logistic Support
60004048,Saisio,Saisio VII - Moon 1 - Peace and Order Unit Testing Facilities
60004051,Hurtoken,Hurtoken VII - Moon 3 - Peace and Order Unit Testing Facilities
60004054,Abagawa,Abagawa VIII - Moon 4 - Peace and Order Unit Logistic Support
60004057,Vattuolen,Vattuolen XII - Moon 2 - Peace and Order Unit Logistic Support
60004060,Onuse,Onuse VII - Moon 11 - Peace and Order Unit Assembly Plant
60004063,Vattuolen,Vattuolen X - Moon 14 - Peace and Order Unit Assembly Plant
60004066,Ansila,Ansila VI - Moon 2 - Peace and Order Unit Assembly Plant
60004069,Eskunen,Eskunen X - Moon 16 - Peace and Order Unit Assembly Plant
60004072,Eskunen,Eskunen X - Moon 13 - Peace and Order Unit Assembly Plant
60004075,Ikami,Ikami VIII - Moon 12 - Peace and Order Unit Logistic Support
60004078,Akora,Akora IX - Moon 8 - Peace and Order Unit Assembly Plant
60004081,Maila,Maila V - Moon 2 - Peace and Order Unit Assembly Plant
60004084,Muvolailen,Muvolailen VIII - Moon 2 - Spacelane Patrol Assembly Plant
60004087,Paara,Paara I - Spacelane Patrol Logistic Support
60004090,Tasabeshi,Tasabeshi I - Spacelane Patrol Assembly Plant
60004093,Muvolailen,Muvolailen IX - Moon 11 - Spacelane Patrol Assembly Plant
60004096,Tasabeshi,Tasabeshi IV - Moon 13 - Spacelane Patrol Logistic Support
60004099,Ono,Ono VII - Moon 10 - Spacelane Patrol Testing Facilities
60004102,Auviken,Auviken VII - Moon 8 - Spacelane Patrol Assembly Plant
60004105,Auviken,Auviken IV - Spacelane Patrol Logistic Support
60004108,Oijamon,Oijamon VI - Moon 17 - Spacelane Patrol Assembly Plant
60004111,Auviken,Auviken V - Moon 1 - Spacelane Patrol Logistic Support
60004114,Ohvosamon,Ohvosamon VII - Spacelane Patrol Logistic Support
60004117,Auviken,Auviken V - Moon 10 - Spacelane Patrol Logistic Support
60004120,Suroken,Suroken VI - Spacelane Patrol Assembly Plant
60004123,Juunigaishi,Juunigaishi III - Spacelane Patrol Assembly Plant
60004126,Suroken,Suroken VIII - Moon 12 - Spacelane Patrol Assembly Plant
60004129,Anttiri,Anttiri V - Moon 14 - Spacelane Patrol Assembly Plant
60004132,Isikesu,Isikesu I - Moon 1 - Spacelane Patrol Logistic Support
60004135,Anttiri,Anttiri V - Moon 6 - Spacelane Patrol Assembly Plant
60004138,Vuorrassi,Vuorrassi V - Moon 1 - Spacelane Patrol Assembly Plant
